"CASN"	"Compound"	"Assay"	"Endpoint"	"S9"	"BMR"	"EXP_loglik"	"EXP_AIC"	"EXP_BMDL"	"EXP_BMD"	"EXP_BMDU"	"HILL_loglik"	"HILL_AIC"	"HILL_BMDL"	"HILL_BMD"	"HILL_BMDU"	"GEO_BMDL"	"GEO_BMD"	"GEO_BMDU"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"4hr p53 shift"	"-"	0.45	22.67	-35.34	253	310	363	22.67	-35.34	253	310	363	"253"	"310"	"363"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"4hr p-H3"	"-"	0.45	-1.54	13.08	NA	NA	NA	-1.72	13.44	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"Ames II TAMI"	"TAMIX"	"+"	0.45	-18.02	46.04	NA	NA	NA	-18.05	46.1	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"Ames II TAMI"	"TAMIX"	"-"	0.45	-4.41	18.82	NA	NA	NA	-4.41	18.82	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"Ames II"	"TA98"	"+"	0.45	-15.6	41.2	NA	NA	NA	-15.58	41.16	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"Ames II"	"TA98"	"-"	0.45	-21.26	52.52	NA	NA	NA	-21.31	52.62	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"CometChip"	"% DNA in tail"	"-"	0.45	11.09	-12.18	3e-04	0.041	0.16	11.13	-12.26	0.000323	0.069	0.232	"0.000311287648325468"	"0.0531883445878888"	"0.192665513260677"
"33419-42-0"	"Etoposide"	"MicroFlow"	"% Micronucleus"	"-"	0.45	-10.67	31.34	NA	NA	NA	-9.89	29.78	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"MultiFLow"	"%Cytotoxicity"	"-"	0.45	13.17	-16.34	1.87e-06	8.1e-06	0.0148	13.2	-16.4	6.02e-06	0.0048	0.022	"3.35520491177514e-06"	"0.00019718012070186"	"0.0180443897098239"
"33419-42-0"	"Etoposide"	"MultiFLow"	"24hr g-H2aX shift"	"-"	0.45	18.56	-27.12	0.06	0.07	0.0811	19.99	-29.98	0.0625	0.071	0.0801	"0.0612372435695794"	"0.0704982269280583"	"0.0805984491165928"
"33419-42-0"	"Etoposide"	"MultiFLow"	"24hr p53 shift"	"-"	0.45	30.68	-51.36	0.0331	0.037	0.0415	34.12	-58.24	0.0353	0.038	0.0416	"0.034182305364033"	"0.0374966665185053"	"0.0415499699157533"
"33419-42-0"	"Etoposide"	"MultiFLow"	"24hr p-H3"	"-"	0.45	-2.84	15.68	0.0289	0.071	0.116	-3.65	17.3	0.0324	0.079	0.121	"0.0306"	"0.0748932573734111"	"0.118473625756959"
"33419-42-0"	"Etoposide"	"MultiFLow"	"24hr Polyploidy"	"-"	0.45	-8.31	26.62	NA	NA	NA	-8.31	26.62	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"MultiFLow"	"4hr g-H2aX shift"	"-"	0.45	31.74	-53.48	0.069	0.079	0.0887	31.97	-53.94	0.0694	0.079	0.0888	"0.0691997109820554"	"0.079"	"0.0887499859154919"
"33419-42-0"	"Etoposide"	"MultiFLow"	"4hr p53 shift"	"-"	0.45	32.46	-54.92	0.13	0.15	0.168	32.46	-54.92	0.13	0.15	0.168	"0.13"	"0.15"	"0.168"
"33419-42-0"	"Etoposide"	"MultiFLow"	"4hr p-H3"	"-"	0.45	5.79	-1.58	0.0296	0.054	0.0852	3.17	3.66	0.052	0.09	0.13	"0.0392326394727655"	"0.0697137002317335"	"0.105242576935383"
"33419-42-0"	"Etoposide"	"TGR FE1"	"Mutation Frequency"	"-"	0.45	0.98	8.04	NA	NA	NA	0.98	8.04	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"Ames II TAMI"	"TAMIX"	"+"	0.45	-15.38	40.76	NA	NA	NA	-15.38	40.76	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"Ames II TAMI"	"TAMIX"	"-"	0.45	-16.56	43.12	NA	NA	NA	-16.55	43.1	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"Ames II"	"TA98"	"+"	0.45	-18.2	46.4	NA	NA	NA	-18.2	46.4	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"Ames II"	"TA98"	"-"	0.45	-13.56	37.12	2.46	210	2660	-13.56	37.12	2.46	200	2560	"2.46"	"204.939015319192"	"2609.52102884801"
"24292-52-2"	"Hesperidin methyl chalcone"	"CometChip"	"% DNA in tail"	"-"	0.45	13.33	-16.66	NA	NA	NA	13.13	-16.26	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"MicroFlow"	"% Micronucleus"	"-"	0.45	0.78	8.44	39.7	92	161	1.15	7.7	45.3	89	149	"42.407664401615"	"90.4875682069089"	"154.883827432047"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"%Cytotoxicity"	"-"	0.45	-0.02	10.04	8.02	22	112	1.8	6.4	14.7	27	99.9	"10.8579003495151"	"24.3721152139079"	"105.777124180987"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"24hr g-H2aX shift"	"-"	0.45	14.81	-19.62	659	700	737	12.44	-14.88	626	680	739	"642.288097351959"	"689.927532426414"	"737.999322492914"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"24hr p53 shift"	"-"	0.45	21.38	-32.76	585	610	638	20.56	-31.12	578	600	623	"581.48946680056"	"604.979338490167"	"630.455390967513"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"24hr p-H3"	"-"	0.45	1.7	6.6	858	1000	1490	0.76	8.48	855	1100	3000	"856.498686513879"	"1048.80884817015"	"2114.2374511866"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"24hr Polyploidy"	"-"	0.45	-1.92	13.84	346	440	526	-2.16	14.32	337	430	528	"341.470350103783"	"434.971263418631"	"526.999051232543"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"4hr g-H2aX shift"	"-"	0.45	10.18	-10.36	NA	NA	NA	10.18	-10.36	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"4hr p53 shift"	"-"	0.45	17.44	-24.88	NA	NA	NA	17.55	-25.1	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"4hr p-H3"	"-"	0.45	-3.02	16.04	NA	NA	NA	-2.14	14.28	NA	NA	NA	"NA"	"NA"	"NA"
"66-27-3"	"Methyl methanesulfonate"	"Ames II TAMI"	"TAMIX"	"+"	0.45	-22.55	55.1	15.7	29	35.3	-23.06	56.12	14.8	22	32.3	"15.243359209833"	"25.2586618806302"	"33.7666995722117"
"66-27-3"	"Methyl methanesulfonate"	"Ames II TAMI"	"TAMIX"	"-"	0.45	-19.73	49.46	17.1	30	37.3	-20.15	50.3	16.5	25	35.4	"16.7973212150033"	"27.3861278752583"	"36.3375838492325"
"66-27-3"	"Methyl methanesulfonate"	"Ames II"	"TA98"	"+"	0.45	-19.05	48.1	14.7	31	40.7	-19.17	48.34	14.5	25	39.5	"14.5996575302299"	"27.8388218141501"	"40.095510970681"
"66-27-3"	"Methyl methanesulfonate"	"Ames II"	"TA98"	"-"	0.45	-10.2	30.4	11.3	16	39.3	-10.2	30.4	10.9	16	37.2	"11.0981980519362"	"16"	"38.2355855192516"
"66-27-3"	"Methyl methanesulfonate"	"CometChip"	"% DNA in tail"	"-"	0.45	10.2	-10.4	85.3	160	262	10.2	-10.4	85.3	160	262	"85.3"	"160"	"262"
"66-27-3"	"Methyl methanesulfonate"	"MicroFlow"	"% Micronucleus"	"-"	0.45	-29.09	68.18	1.95	4	6.66	-29.09	68.18	1.95	4	6.66	"1.95"	"4"	"6.66"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"%Cytotoxicity"	"-"	0.45	7.21	-4.42	0.0372	2.9	11.6	7.21	-4.42	0.0372	2.9	11.6	"0.0372"	"2.9"	"11.6"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"24hr g-H2aX shift"	"-"	0.45	19.08	-28.16	3.08	5	7.63	17.27	-24.54	3.56	5.9	8.71	"3.31131393860504"	"5.43139024560011"	"8.15213468976071"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"24hr p53 shift"	"-"	0.45	34.03	-58.06	26.1	30	34.2	30.82	-51.64	25.3	30	34.7	"25.6968869709932"	"30"	"34.4490928763008"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"24hr p-H3"	"-"	0.45	0.66	8.68	11.2	27	45.4	0.06	9.88	11.2	27	45.3	"11.2"	"27"	"45.3499724365958"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"24hr Polyploidy"	"-"	0.45	1.36	7.28	0.281	10	152	1.36	7.28	0.104	10	152	"0.170950285170865"	"10"	"152"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"4hr g-H2aX shift"	"-"	0.45	42.11	-74.22	15.2	19	22.2	42.26	-74.52	15.5	19	22.5	"15.3492670834799"	"19"	"22.349496638627"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"4hr p53 shift"	"-"	0.45	46.85	-83.7	NA	NA	NA	47.05	-84.1	259	330	824	"NA"	"NA"	"NA"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"4hr p-H3"	"-"	0.45	-1.83	13.66	11.8	45	85	-2.32	14.64	9.1	40	76.3	"10.3624321469431"	"42.4264068711929"	"80.5326020938104"
"66-27-3"	"Methyl methanesulfonate"	"TGR FE1"	"Mutation Frequency"	"-"	0.45	11.78	-13.56	239	1100	3570	11.74	-13.48	233	1100	3640	"235.980931433029"	"1100"	"3604.83009308345"
"66-27-3"	"Methyl methanesulfonate"	"TGR FE1"	"Mutation Frequency"	"-"	0.5	11.78	-13.56	373	1400	4790	11.74	-13.48	365	1500	4890	"368.978319146261"	"1449.13767461894"	"4839.74172864627"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"Ames II TAMI"	"TAMIX"	"+"	0.5	-31.73	73.46	15200	28000	32700	-32.24	74.48	12600	19000	28700	"13839.075113605"	"23065.1251893416"	"30634.7841513532"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"Ames II TAMI"	"TAMIX"	"-"	0.5	-24.19	58.38	52.8	260	382	-24.33	58.66	86	250	360	"67.3854583719663"	"254.950975679639"	"370.836891368699"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"Ames II"	"TA98"	"+"	0.5	-27.83	65.66	4760	8500	10700	-28.55	67.1	4380	6700	10300	"4566.04861997767"	"7546.52237789036"	"10498.0950652964"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"Ames II"	"TA98"	"-"	0.5	-29.84	69.68	4380	8100	10300	-30.62	71.24	3880	6000	9540	"4122.42646993248"	"6971.37002317335"	"9912.71910224435"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"CometChip"	"% DNA in tail"	"-"	0.5	16.25	-22.5	125	160	194	16.78	-23.56	133	170	201	"128.937969582276"	"164.924225024706"	"197.468984906491"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MicroFlow"	"% Micronucleus"	"-"	0.5	-22.54	55.08	27	41	53.8	-22.56	55.12	26.9	40	53.4	"26.9499536177708"	"40.4969134626332"	"53.5996268643729"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"%Cytotoxicity"	"-"	0.5	6.11	-2.22	24.7	47	68.5	7.2	-4.4	32.9	47	64.1	"28.5066658871219"	"47"	"66.2634891927674"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"24hr g-H2aX shift"	"-"	0.5	37.55	-65.1	23.7	28	31.8	41.13	-72.26	25.5	29	31.6	"24.5835310726511"	"28.49561369755"	"31.699842270901"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"24hr p53 shift"	"-"	0.5	36.47	-62.94	75.7	90	104	37.6	-65.2	77.3	90	103	"76.4958168790948"	"90"	"103.498792263485"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"24hr p-H3"	"-"	0.5	6.84	-3.68	NA	NA	NA	7.33	-4.66	NA	NA	NA	"NA"	"NA"	"NA"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"24hr Polyploidy"	"-"	0.5	-10.32	30.64	NA	NA	NA	-10.31	30.62	NA	NA	NA	"NA"	"NA"	"NA"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"4hr g-H2aX shift"	"-"	0.5	37.32	-64.64	12.4	17	21.4	37.93	-65.86	13.1	17	22.1	"12.7451951730839"	"17"	"21.7471837257149"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"4hr p53 shift"	"-"	0.5	44.51	-79.02	301	330	362	44.51	-79.02	301	330	362	"301"	"330"	"362"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"4hr p-H3"	"-"	0.5	2.28	5.44	284	380	468	0.45	9.1	305	410	448	"294.312758812798"	"394.715087119811"	"457.890816680134"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"TGR FE1"	"Mutation Frequency"	"-"	0.5	12.17	-14.34	9.95	22	32.9	12.34	-14.68	10.9	25	39	"10.4141730348598"	"23.4520787991171"	"35.8203852575597"
"2835-98-5"	"2-Amino-5-methylphenol"	"Ames II TAMI"	"TAMIX"	"+"	0.5	-12.18	34.36	13800	28000	42000	-12.19	34.38	14000	26000	42300	"13899.6402831152"	"26981.4751264641"	"42149.7330952404"
"2835-98-5"	"2-Amino-5-methylphenol"	"Ames II TAMI"	"TAMIX"	"-"	0.5	-12.33	34.66	989	4300	12200	-12.37	34.74	860	3700	12100	"922.24725534967"	"3988.73413503583"	"12149.897118906"
"2835-98-5"	"2-Amino-5-methylphenol"	"Ames II"	"TA98"	"+"	0.5	-11.01	32.02	NA	NA	NA	-11.01	32.02	NA	NA	NA	"NA"	"NA"	"NA"
"2835-98-5"	"2-Amino-5-methylphenol"	"Ames II"	"TA98"	"-"	0.5	-13.73	37.46	4800	10000	16800	-13.84	37.68	4920	9200	18900	"4859.62961551598"	"9591.66304662544"	"17819.090885901"
"2835-98-5"	"2-Amino-5-methylphenol"	"CometChip"	"% DNA in tail"	"-"	0.5	9.91	-9.82	159	180	199	9.14	-8.28	158	180	196	"158.499211354505"	"180"	"197.494303715322"
"2835-98-5"	"2-Amino-5-methylphenol"	"MicroFlow"	"% Micronucleus"	"-"	0.5	-10.73	31.46	NA	NA	NA	-10.73	31.46	NA	NA	NA	"NA"	"NA"	"NA"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"%Cytotoxicity"	"-"	0.5	2.83	4.34	0	0.0017	23	2.89	4.22	0	0.0096	23	"0"	"0.00403980197534483"	"23"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"24hr g-H2aX shift"	"-"	0.5	14.96	-19.92	49.6	84	129	14.96	-19.92	49.7	84	129	"49.64997482376"	"84"	"129"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"24hr p53 shift"	"-"	0.5	10.73	-11.46	128	140	154	8.92	-7.84	121	140	155	"124.450793488832"	"140"	"154.499190936393"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"24hr p-H3"	"-"	0.5	5.74	-1.48	371	390	423	4.25	1.5	349	390	437	"359.831905200192"	"390"	"429.943019480489"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"24hr Polyploidy"	"-"	0.5	-2.5	15	60.3	95	133	-2.59	15.18	60.4	94	129	"60.3499792874861"	"94.4986772394196"	"130.98473193468"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"4hr g-H2aX shift"	"-"	0.5	4.37	1.26	119	140	166	3.21	3.58	107	140	172	"112.840595531927"	"140"	"168.973370683075"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"4hr p53 shift"	"-"	0.5	22.67	-35.34	287	340	399	22.67	-35.34	287	340	399	"287"	"340"	"399"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"4hr p-H3"	"-"	0.5	-1.54	13.08	NA	NA	NA	-1.72	13.44	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"Ames II TAMI"	"TAMIX"	"+"	0.5	-18.03	46.06	NA	NA	NA	-18.07	46.14	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"Ames II TAMI"	"TAMIX"	"-"	0.5	-4.41	18.82	NA	NA	NA	-4.41	18.82	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"Ames II"	"TA98"	"+"	0.5	-15.6	41.2	NA	NA	NA	-15.59	41.18	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"Ames II"	"TA98"	"-"	0.5	-21.26	52.52	NA	NA	NA	-21.31	52.62	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"CometChip"	"% DNA in tail"	"-"	0.5	11.09	-12.18	0.000448	0.047	0.172	11.13	-12.26	0.00048	0.076	0.245	"0.000463724055878062"	"0.0597662111899357"	"0.205280296180613"
"33419-42-0"	"Etoposide"	"MicroFlow"	"% Micronucleus"	"-"	0.5	-10.67	31.34	NA	NA	NA	-9.89	29.78	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"MultiFLow"	"%Cytotoxicity"	"-"	0.5	13.17	-16.34	2.17e-06	9.2e-06	0.0158	13.2	-16.4	6.86e-06	0.0052	0.0234	"3.85826385826579e-06"	"0.000218723569831877"	"0.0192281044307545"
"33419-42-0"	"Etoposide"	"MultiFLow"	"24hr g-H2aX shift"	"-"	0.5	18.56	-27.12	0.0643	0.075	0.0858	19.99	-29.98	0.0666	0.075	0.0843	"0.0654398960879371"	"0.075"	"0.0850466930574023"
"33419-42-0"	"Etoposide"	"MultiFLow"	"24hr p53 shift"	"-"	0.5	30.68	-51.36	0.0369	0.041	0.0458	34.12	-58.24	0.0389	0.042	0.0455	"0.0378868050909548"	"0.0414969878424929"	"0.0456497535590281"
"33419-42-0"	"Etoposide"	"MultiFLow"	"24hr p-H3"	"-"	0.5	-2.84	15.68	0.035	0.079	0.125	-3.65	17.3	0.0377	0.085	0.128	"0.0363249225739023"	"0.0819451035755035"	"0.126491106406735"
"33419-42-0"	"Etoposide"	"MultiFLow"	"24hr Polyploidy"	"-"	0.5	-8.31	26.62	NA	NA	NA	-8.31	26.62	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"MultiFLow"	"4hr g-H2aX shift"	"-"	0.5	31.74	-53.48	0.0789	0.089	0.0999	31.97	-53.94	0.0793	0.089	0.1	"0.0790997471550953"	"0.089"	"0.0999499874937461"
"33419-42-0"	"Etoposide"	"MultiFLow"	"4hr p53 shift"	"-"	0.5	32.46	-54.92	0.151	0.17	0.191	32.46	-54.92	0.151	0.17	0.191	"0.151"	"0.17"	"0.191"
"33419-42-0"	"Etoposide"	"MultiFLow"	"4hr p-H3"	"-"	0.5	5.79	-1.58	0.0379	0.065	0.0997	3.17	3.66	0.0605	0.1	0.142	"0.0478847574912936"	"0.0806225774829855"	"0.118984872988124"
"33419-42-0"	"Etoposide"	"TGR FE1"	"Mutation Frequency"	"-"	0.5	0.98	8.04	NA	NA	NA	0.98	8.04	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"Ames II TAMI"	"TAMIX"	"+"	0.5	-15.38	40.76	NA	NA	NA	-15.38	40.76	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"Ames II TAMI"	"TAMIX"	"-"	0.5	-16.56	43.12	NA	NA	NA	-16.55	43.1	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"Ames II"	"TA98"	"+"	0.5	-18.2	46.4	NA	NA	NA	-18.2	46.4	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"Ames II"	"TA98"	"-"	0.5	-13.56	37.12	3.76	260	2680	-13.56	37.12	3.72	250	2610	"3.73994652368186"	"254.950975679639"	"2644.7684208641"
"24292-52-2"	"Hesperidin methyl chalcone"	"CometChip"	"% DNA in tail"	"-"	0.5	12.86	-15.72	NA	NA	NA	12.9	-15.8	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"MicroFlow"	"% Micronucleus"	"-"	0.5	0.78	8.44	44	97	171	1.15	7.7	49.4	94	158	"46.6218832738447"	"95.4882191686493"	"164.371530381633"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"%Cytotoxicity"	"-"	0.5	-0.02	10.04	8.36	22	115	1.8	6.4	15.3	28	102	"11.3096419041453"	"24.8193472919817"	"108.305124532498"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"24hr g-H2aX shift"	"-"	0.5	14.81	-19.62	680	720	760	12.44	-14.88	647	700	763	"663.294806251338"	"709.929573971954"	"761.498522651226"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"24hr p53 shift"	"-"	0.5	21.38	-32.76	607	630	658	20.56	-31.12	598	620	645	"602.483194786377"	"624.97999967999"	"651.467574020381"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"24hr p-H3"	"-"	0.5	1.7	6.6	909	1100	1650	0.76	8.48	932	1200	3900	"920.428161238019"	"1148.91252930761"	"2536.73017879316"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"24hr Polyploidy"	"-"	0.5	-1.92	13.84	358	450	541	-2.16	14.32	349	440	543	"353.471356689619"	"444.97190922574"	"541.99907748999"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"4hr g-H2aX shift"	"-"	0.5	10.18	-10.36	NA	NA	NA	10.18	-10.36	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"4hr p53 shift"	"-"	0.5	17.37	-24.74	NA	NA	NA	17.5	-25	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"4hr p-H3"	"-"	0.5	-3.03	16.06	NA	NA	NA	-2.16	14.32	NA	NA	NA	"NA"	"NA"	"NA"
"66-27-3"	"Methyl methanesulfonate"	"Ames II TAMI"	"TAMIX"	"+"	0.5	-22.55	55.1	16.3	30	36.7	-23.06	56.12	15.6	23	34	"15.9461594122221"	"26.2678510731274"	"35.3242126593078"
"66-27-3"	"Methyl methanesulfonate"	"Ames II TAMI"	"TAMIX"	"-"	0.5	-19.73	49.46	17.7	31	38.8	-20.15	50.3	17.4	26	37.2	"17.5493589626516"	"28.3901391331568"	"37.991578014081"
"66-27-3"	"Methyl methanesulfonate"	"Ames II"	"TA98"	"+"	0.5	-19.05	48.1	15.2	32	42.2	-19.17	48.34	15.2	26	41.6	"15.2"	"28.8444102037119"	"41.8989260005552"
"66-27-3"	"Methyl methanesulfonate"	"Ames II"	"TA98"	"-"	0.5	-10.2	30.4	12.6	16	40.7	-10.2	30.4	12.3	17	40.5	"12.4490963527479"	"16.4924225024706"	"40.5998768471039"
"66-27-3"	"Methyl methanesulfonate"	"CometChip"	"% DNA in tail"	"-"	0.5	10.2	-10.4	97.3	170	285	10.2	-10.4	97.3	170	285	"97.3"	"170"	"285"
"66-27-3"	"Methyl methanesulfonate"	"MicroFlow"	"% Micronucleus"	"-"	0.5	-29.09	68.18	2.15	4.3	7.07	-29.09	68.18	2.15	4.3	7.07	"2.15"	"4.3"	"7.07"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"%Cytotoxicity"	"-"	0.5	7.21	-4.42	0.0489	3.5	13.5	7.21	-4.42	0.0489	3.5	13.5	"0.0489"	"3.5"	"13.5"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"24hr g-H2aX shift"	"-"	0.5	19.08	-28.16	3.48	5.6	8.33	17.27	-24.54	3.94	6.5	9.35	"3.70286375660785"	"6.03324125159934"	"8.82527619964384"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"24hr p53 shift"	"-"	0.5	34.03	-58.06	28.9	33	37.2	30.82	-51.64	28	33	37.7	"28.4464409021586"	"33"	"37.4491655447755"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"24hr p-H3"	"-"	0.5	0.66	8.68	14.6	32	51.3	0.06	9.88	14.5	32	50.5	"14.5499140890934"	"32"	"50.8984282664995"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"24hr Polyploidy"	"-"	0.5	1.36	7.28	0.429	14	183	1.36	7.28	0.176	14	183	"0.274779911929529"	"14"	"183"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"4hr g-H2aX shift"	"-"	0.5	42.11	-74.22	18.3	22	26.2	42.26	-74.52	18.6	22	26.5	"18.4493902338262"	"22"	"26.3495730515695"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"4hr p53 shift"	"-"	0.5	46.75	-83.5	NA	NA	NA	47.05	-84.1	298	460	1220	"NA"	"NA"	"NA"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"4hr p-H3"	"-"	0.5	-1.83	13.66	16.6	53	91.1	-2.32	14.64	13.3	48	90.5	"14.8586675041876"	"50.438080851674"	"90.7995044039338"
"66-27-3"	"Methyl methanesulfonate"	"TGR FE1"	"Mutation Frequency"	"-"	0.5	11.78	-13.56	373	1400	4790	11.74	-13.48	365	1500	4890	"368.978319146261"	"1449.13767461894"	"4839.74172864627"
